,customerid,count,country,state,city,zip_code,lat_long,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,paperless_billing,monthly_charges,total_charges,churn_score,cltv,churn_reason,gender_female,gender_male,internet_svc_none,internet_svc_dsl,internet_svc_fiber,contract_mtm,contract_1yr,contract_2yr,pmt_meth_bank_trx_auto,pmt_meth_cc_auto,pmt_meth_echeck,pmt_meth_mail_check,churn_rsn_grp_cust_svc,churn_rsn_grp_moved,churn_rsn_grp_pricing,churn_rsn_grp_product,churn_rsn_grp_unknown,p1_phone_only,p2_phone_multi,p3_dsl_only,p4_dsl_plus,p5_dsl_bund_core,p6_dsl_bund_plus,p7_fib_bund_core,p8_fib_bund_plus,charge_trend_index,streams,pmt_meth_auto,svc_add_ons,charge_cust_index,tenure_1yr,tenure_2-4yr,tenure_4+yr,churn_value
3616,7268-IGMFD,1,United States,California,Avila Beach,93424,"35.186644, -120.728305",1,0,0,18,1,1,0,0,1,1,1,0,0,93.9,1743.9,47,3728,,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.97,1,1,3,0.94,0,1,0,0
2067,7605-BDWDC,1,United States,California,Mira Loma,91752,"33.999992, -117.535395",0,0,0,31,0,0,1,1,0,1,0,1,1,49.85,1520.1,67,2539,,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.02,1,1,3,1.16,0,1,0,0
3652,3503-TYDAY,1,United States,California,Keene,93531,"35.214982, -118.59049",0,1,0,43,1,1,0,1,0,0,0,0,0,80.45,3398.9,35,5357,,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.02,0,0,2,0.89,0,1,0,0
320,6581-NQCBA,1,United States,California,Snelling,95369,"37.521708, -120.426843",0,1,0,16,0,0,0,0,0,1,1,1,1,49.95,810.2,78,4840,Don't know,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.99,2,0,1,1.48,0,1,0,1
1355,0947-IDHRQ,1,United States,California,Woodland Hills,91367,"34.178068, -118.615714",0,0,0,7,1,0,0,0,0,0,1,0,1,80.3,526.7,75,3949,Competitor made better offer,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1.07,1,0,0,1.04,1,0,0,1
3401,3933-DQPWX,1,United States,California,Barstow,92311,"34.965648, -117.001509",0,0,0,50,0,0,0,1,1,1,0,0,0,39.7,1932.75,49,5174,,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.03,0,1,3,0.81,0,0,1,0
692,2725-KXXWT,1,United States,California,Vallejo,94589,"38.161321, -122.271588",0,1,0,1,1,0,0,0,0,0,1,1,1,90.75,90.75,86,5460,Lack of self-service on Website,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1.0,2,0,0,1.18,1,0,0,1
88,1343-EHPYB,1,United States,California,Ranchita,92066,"33.215251, -116.53633",0,1,0,63,1,1,0,1,1,0,1,1,1,103.4,6603.0,98,4352,Network reliability,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.99,2,0,3,1.04,0,0,1,1
3339,3365-SAIGS,1,United States,California,Rancho Santa Fe,92067,"33.012751, -117.200617",0,0,0,17,1,0,0,1,0,0,1,0,1,83.55,1329.15,59,5564,,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.07,1,0,1,1.01,0,1,0,0
1673,8651-ENBZX,1,United States,California,Grizzly Flats,95636,"38.636102, -120.522149",1,0,0,60,1,1,0,0,1,1,1,1,1,106.0,6441.4,78,5507,Long distance charges,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.99,2,0,3,1.06,0,0,1,1
44,6317-YPKDH,1,United States,California,Glendale,91202,"34.167926, -118.267539",0,0,0,1,0,0,0,1,0,0,0,0,0,29.95,29.95,95,4534,Long distance charges,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.0,0,1,1,0.89,1,0,0,1
6000,3913-FCUUW,1,United States,California,Hanford,93230,"36.29223, -119.622676",0,1,1,72,1,1,1,1,1,1,0,0,1,70.45,5165.7,48,4463,,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.98,0,1,5,0.9,0,0,1,0
4006,7446-SFAOA,1,United States,California,Santa Rosa,95407,"38.394091, -122.739814",0,1,0,37,1,0,0,0,0,0,0,0,1,19.85,717.5,20,5707,,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.02,0,1,0,1.09,0,1,0,0
6578,8510-TMWYB,1,United States,California,Sacramento,95814,"38.584505, -121.491956",0,1,1,54,1,1,0,1,1,0,0,0,1,59.8,3246.45,24,5898,,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.99,0,1,3,0.87,0,0,1,0
190,5842-POCOP,1,United States,California,Randsburg,93554,"35.405722, -117.773354",0,1,0,5,1,0,1,0,1,0,0,1,1,88.9,454.15,79,4356,Competitor offered higher download speeds,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.98,1,0,2,0.99,1,0,0,1
1171,7083-YNSKY,1,United States,California,Lodi,95242,"38.128087, -121.4078",0,0,0,15,1,1,0,0,0,0,0,0,1,25.4,399.6,86,2853,Competitor offered higher download speeds,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.95,0,1,1,0.99,0,1,0,1
6974,9013-AQORL,1,United States,California,Ramona,92065,"33.044541, -116.833922",0,0,1,48,0,0,0,1,1,0,0,1,0,45.55,2108.35,52,4106,,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.04,1,1,2,1.05,0,0,0,0
1000,8614-VGMMV,1,United States,California,Riverside,92503,"33.890046, -117.455583",0,0,0,15,1,1,0,0,0,0,0,0,1,49.1,679.55,86,5209,Competitor offered higher download speeds,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1.08,0,0,1,0.92,0,1,0,1
5066,9208-OLGAQ,1,United States,California,Berkeley,94709,"37.878554, -122.26609",1,0,0,18,1,0,0,0,1,0,0,1,1,84.95,1443.65,74,3878,,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.06,1,0,1,0.98,0,1,0,0
5922,4987-GQWPO,1,United States,California,Huntington Beach,92647,"33.723579, -118.005441",0,0,0,17,0,0,0,0,0,0,0,0,0,25.1,382.8,33,4580,,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.11,0,1,0,0.9,0,1,0,0
5747,2851-STERV,1,United States,California,Descanso,91916,"32.912664, -116.635387",1,0,0,35,1,0,0,0,1,1,1,1,1,73.0,2471.25,59,2715,,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.03,2,0,2,1.19,0,1,0,0
5435,4654-GGUII,1,United States,California,Smartville,95977,"39.176595, -121.291692",0,0,0,18,0,0,1,1,0,1,0,0,1,40.2,711.95,48,4624,,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.02,0,0,3,0.94,0,1,0,0
3486,8548-AWOFC,1,United States,California,Huntington Beach,92647,"33.723579, -118.005441",0,1,0,66,1,1,0,0,0,1,0,1,0,63.85,4264.6,72,5956,,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.99,1,0,2,1.07,0,0,1,0
3197,0839-QNXME,1,United States,California,Surfside,90743,"33.728273, -118.085304",0,0,0,30,1,0,0,0,0,0,0,0,0,19.4,578.5,78,3986,,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.01,0,1,0,1.06,0,1,0,0
2143,3520-FJGCV,1,United States,California,San Diego,92120,"32.807867, -117.060993",0,1,1,72,1,1,1,1,1,1,1,1,1,112.6,8126.65,70,6486,,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,2,1,5,1.03,0,0,1,0
1842,1564-NTYXF,1,United States,California,San Marcos,92078,"33.119028, -117.166036",1,0,0,13,1,1,0,0,0,0,0,1,1,82.0,1127.2,99,3363,Attitude of support person,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.95,1,0,1,0.97,0,1,0,1
4627,5789-LDFXO,1,United States,California,Baker,92309,"35.28952, -116.092214",0,0,0,24,1,1,0,0,0,0,0,0,0,24.6,592.65,79,5448,,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,0,0,1,0.95,0,1,0,0
5738,8777-MBMTS,1,United States,California,West Covina,91791,"34.061634, -117.893169",1,1,0,65,1,0,0,1,1,1,1,1,1,105.85,6725.5,80,4872,,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.02,2,1,3,1.08,0,0,1,0
5487,2533-TIBIX,1,United States,California,Oak Run,96069,"40.689243, -122.037023",0,1,1,15,0,0,1,0,0,0,0,0,1,30.2,469.65,78,5825,,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.96,0,1,1,0.97,0,1,0,0
5079,0595-ITUDF,1,United States,California,Fairfax,94930,"37.971751, -122.611873",0,1,1,64,1,1,1,1,1,0,0,0,1,91.8,5960.5,37,5371,,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.99,0,0,4,0.89,0,0,1,0
2373,3729-OWRVL,1,United States,California,Pixley,93256,"35.957019, -119.330928",1,0,0,65,1,1,1,0,1,1,1,1,1,110.35,7246.15,79,4295,,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.99,2,0,4,1.07,0,0,1,0
1679,8079-XRJRS,1,United States,California,Pleasant Grove,95668,"38.833554, -121.498102",0,1,0,65,1,1,1,1,1,0,0,0,0,89.75,5769.6,72,6110,Network reliability,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1.01,0,0,4,0.87,0,0,1,1
5112,5778-BVOFB,1,United States,California,Hollister,95023,"36.875409, -121.279679",0,0,0,9,1,0,0,0,0,1,1,0,1,59.5,530.05,53,4011,,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.01,1,1,1,1.14,1,0,0,0
1431,7503-ZGUZJ,1,United States,California,Riverside,92505,"33.920907, -117.489426",0,0,0,1,1,1,0,0,0,0,1,0,1,84.65,84.65,79,4261,Lack of self-service on Website,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0,1,0,1,1.0,1,0,0,1
3175,8763-KIAFH,1,United States,California,Whittier,90603,"33.945318, -117.992066",0,1,0,27,1,0,0,0,0,0,0,0,1,20.55,583.3,31,2269,,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.95,0,0,0,1.13,0,1,0,0
5754,9591-YVTEB,1,United States,California,National City,91950,"32.67102, -117.095235",1,0,0,55,0,0,1,1,0,0,1,0,1,44.85,2479.05,49,5829,,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,1,0,2,1.21,0,0,1,0
836,6397-JNZZG,1,United States,California,Adin,96006,"41.171578, -120.913161",1,1,0,43,0,0,0,1,1,0,1,1,0,55.55,2342.2,85,2573,Competitor offered higher download speeds,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1.02,2,1,2,1.29,0,1,0,1
3420,7607-QKKTJ,1,United States,California,Loma Linda,92354,"34.049315, -117.255974",0,1,1,45,1,1,0,1,1,0,0,1,1,95.0,4368.85,27,2719,,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.98,1,1,3,0.95,0,1,0,0
5658,0303-WMMRN,1,United States,California,Glendale,91207,"34.182378, -118.262922",0,0,0,5,1,0,0,0,0,0,0,0,1,19.25,86.05,27,3056,,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1.12,0,0,0,1.05,1,0,0,0
6123,3090-QFUVD,1,United States,California,Reedley,93654,"36.636638, -119.421842",0,0,0,1,1,0,0,0,0,0,0,0,0,20.3,20.3,31,2507,,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0,1,0,1.11,1,0,0,0
4487,0853-TWRVK,1,United States,California,North Hollywood,91606,"34.187599, -118.387125",0,1,0,72,1,1,1,1,1,1,0,1,0,105.6,7581.5,48,5981,,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,1,1,5,0.97,0,0,1,0
1283,7330-WZLNC,1,United States,California,Red Bluff,96080,"40.186772, -122.388361",0,0,0,5,1,1,0,1,0,0,1,0,1,90.8,455.5,73,5090,Competitor offered more data,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1.0,1,0,2,1.01,1,0,0,1
5055,5324-KTGCG,1,United States,California,Emeryville,94608,"37.83726, -122.287648",0,1,0,71,1,0,0,0,0,0,0,0,0,20.85,1539.75,67,4837,,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.96,0,0,0,1.14,0,0,1,0
3966,7299-GNVPL,1,United States,California,El Portal,95318,"37.654551, -119.822984",0,1,1,23,1,0,1,1,0,1,0,0,0,84.4,1936.85,54,2177,,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0,0,3,0.92,0,1,0,0
3601,9548-ZMVTX,1,United States,California,Visalia,93292,"36.37559, -119.211689",0,1,1,72,1,1,0,1,1,1,0,0,0,90.45,6565.85,35,4461,,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.99,0,1,4,0.86,0,0,1,0
2105,3973-SKMLN,1,United States,California,Carlsbad,92008,"33.148116, -117.306043",0,0,0,71,1,0,0,0,0,0,0,0,1,19.9,1355.1,28,5308,,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.04,0,1,0,1.09,0,0,1,0
315,9866-QEVEE,1,United States,California,Modesto,95356,"37.716186, -121.025836",0,0,0,19,1,1,0,0,0,0,0,1,1,86.0,1532.45,98,4857,Competitor offered higher download speeds,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1.07,1,1,1,1.02,0,1,0,1
4000,7225-IILWY,1,United States,California,Turlock,95380,"37.474396, -120.875917",0,1,1,68,1,1,0,0,0,0,0,0,0,25.75,1686.15,26,5434,,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1.04,0,0,1,1.0,0,0,1,0
499,3143-ILDAL,1,United States,California,El Monte,91732,"34.074492, -118.01462",0,0,0,56,1,1,0,1,0,1,0,1,1,94.45,5124.6,96,4830,Attitude of support person,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.03,1,0,3,0.98,0,0,1,1
440,4829-AUOAX,1,United States,California,Los Angeles,90014,"34.043144, -118.251977",0,0,0,46,1,1,0,0,0,0,1,1,0,96.05,4399.5,77,2712,Extra data charges,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1.0,2,1,1,1.14,0,1,0,1
6702,6969-MVBAI,1,United States,California,Davis Creek,96108,"41.750354, -120.403885",1,0,0,9,1,1,0,0,1,0,1,0,1,90.1,816.8,48,2893,,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.99,1,0,2,0.96,1,0,0,0
2159,9774-NRNAU,1,United States,California,Cabazon,92230,"33.929812, -116.76058",1,1,0,27,1,1,0,1,1,1,1,1,1,84.8,2309.55,75,5352,,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.99,2,1,4,1.13,0,1,0,0
2954,9495-SKLKD,1,United States,California,Marysville,95901,"39.19514, -121.503883",0,1,1,45,1,1,0,1,1,0,0,1,1,95.95,4456.65,63,5322,,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.97,1,1,3,0.96,0,1,0,0
3522,3378-AJRAO,1,United States,California,Garden Grove,92840,"33.787165, -117.931889",0,1,0,44,1,1,0,0,0,0,0,0,0,24.85,1013.6,58,5331,,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.08,0,0,1,0.96,0,1,0,0
79,7563-BIUPC,1,United States,California,Borrego Springs,92004,"33.200369, -116.192313",0,0,0,5,1,0,0,0,0,0,1,0,1,80.6,415.55,69,5715,Network reliability,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.97,1,0,0,1.05,1,0,0,1
3947,7599-NTMDP,1,United States,California,Lockeford,95237,"38.166791, -121.14207",0,1,1,62,0,0,1,1,0,1,1,0,0,48.7,3008.55,26,5453,,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,1,1,3,1.14,0,0,1,0
444,6839-ITVZJ,1,United States,California,Los Angeles,90037,"34.002642, -118.287596",0,1,0,26,1,1,0,1,0,1,0,0,1,60.05,1616.15,71,2039,Don't know,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.97,0,0,3,0.92,0,1,0,1
2275,7129-AZJDE,1,United States,California,Huntington Beach,92647,"33.723579, -118.005441",0,1,1,34,1,0,0,0,0,0,0,1,1,78.95,2647.2,43,2074,,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.01,1,1,0,1.02,0,1,0,0
5919,2799-TSLAG,1,United States,California,Irvine,92618,"33.667145, -117.732135",0,1,1,65,1,1,0,0,0,0,0,0,1,25.3,1748.55,51,4533,,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.94,0,1,1,0.98,0,0,1,0
1680,8073-IJDCM,1,United States,California,Rescue,95672,"38.724322, -120.991237",0,0,0,1,1,0,0,0,0,0,0,0,1,20.3,20.3,67,3830,Don't know,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1.0,0,0,0,1.11,1,0,0,1
6329,3055-OYMSE,1,United States,California,Saratoga,95070,"37.257772, -122.051824",1,0,0,53,1,0,0,1,0,0,0,0,1,73.8,4003.85,45,6469,,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.98,0,1,1,0.89,0,0,1,0
6403,0725-CXOTM,1,United States,California,Manteca,95337,"37.750822, -121.238423",0,0,0,36,1,1,1,0,1,1,1,1,1,89.65,3348.1,68,4844,,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.96,2,1,4,1.24,0,1,0,0
4682,9481-IEBZY,1,United States,California,Nuevo,92567,"33.82769, -117.102244",1,1,0,72,1,1,1,1,1,1,1,1,1,112.9,8061.5,29,5569,,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.01,2,1,5,1.04,0,0,1,0
4901,7247-XOZPB,1,United States,California,Miramonte,93641,"36.696759, -119.024051",0,1,0,53,1,1,1,0,1,1,1,0,0,77.4,4155.95,73,5313,,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.99,1,1,4,1.07,0,0,1,0
6208,8277-RVRSV,1,United States,California,Danville,94506,"37.791481, -121.903253",0,1,1,33,1,1,0,0,0,0,0,0,0,24.15,800.3,73,4501,,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,0,1,1,0.94,0,1,0,0
6681,9828-QHFBK,1,United States,California,Montgomery Creek,96065,"40.877552, -121.885884",0,0,0,24,1,0,1,0,0,0,0,0,1,51.15,1275.7,35,5796,,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.96,0,0,1,1.03,0,1,0,0
3036,9906-NHHVC,1,United States,California,Macdoel,96058,"41.769709, -121.92063",1,0,0,65,0,0,0,1,1,0,1,1,1,53.5,3517.9,76,5693,,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.99,2,1,2,1.24,0,0,1,0
4016,9619-GSATL,1,United States,California,Dos Rios,95429,"39.756049, -123.358701",0,0,0,43,1,0,0,1,0,1,0,0,0,55.45,2444.25,48,3350,,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.98,0,0,2,0.96,0,1,0,0
2016,9178-JHUVJ,1,United States,California,Newbury Park,91320,"34.172071, -118.946262",0,1,1,24,1,1,0,0,0,0,0,0,1,24.1,587.4,26,4634,,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.98,0,1,1,0.94,0,1,0,0
2453,9505-SQFSW,1,United States,California,Tehachapi,93561,"35.073777, -118.652112",0,1,1,3,0,0,0,1,0,0,0,1,0,40.3,92.5,65,5651,,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.31,1,0,1,1.2,1,0,0,0
6543,8735-DCXNF,1,United States,California,Pilot Hill,95664,"38.803731, -121.043799",0,1,0,10,1,0,1,0,0,1,0,0,1,54.95,568.85,26,3519,,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.97,0,1,2,0.99,1,0,0,0
6029,3096-GKWEB,1,United States,California,Bakersfield,93306,"35.449881, -118.841442",0,1,0,18,1,1,0,0,0,0,1,1,1,94.75,1691.9,40,4477,,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.01,2,0,1,1.12,0,1,0,0
3660,3694-DELSO,1,United States,California,Olancha,93549,"36.296851, -117.865469",0,1,1,4,0,0,1,0,0,0,1,0,0,38.55,156.1,40,3824,,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.99,1,1,1,1.23,1,0,0,0
5217,7216-KAOID,1,United States,California,Santa Rosa,95401,"38.460517, -122.790335",0,1,1,41,1,0,0,0,0,0,0,0,0,19.5,798.2,72,2446,,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0,1,0,1.07,0,1,0,0
2697,1047-NNCBF,1,United States,California,San Jose,95123,"37.238758, -121.828375",0,0,0,20,1,0,0,0,0,0,0,0,0,70.55,1493.55,59,5790,,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.94,0,1,0,0.92,0,1,0,0
5135,6874-SGLHU,1,United States,California,San Jose,95121,"37.304681, -121.809955",0,0,0,30,1,0,0,1,0,0,1,1,1,97.0,3021.3,23,4126,,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.96,2,1,1,1.17,0,1,0,0
6740,1226-IENZN,1,United States,California,Los Angeles,90024,"34.066303, -118.435479",1,0,0,16,1,0,0,0,0,0,0,1,1,78.75,1218.25,74,4351,,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.03,1,0,0,1.02,0,1,0,0
6641,9330-VOFSZ,1,United States,California,Princeton,95970,"39.424957, -122.039307",0,1,0,60,1,1,0,1,1,1,1,1,1,110.8,6640.7,79,5942,,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,2,1,4,1.05,0,0,1,0
2342,3003-CMDUU,1,United States,California,Santa Paula,93060,"34.402343, -119.094824",0,1,0,25,1,0,0,0,0,1,1,1,1,95.15,2395.7,52,3273,,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.99,2,0,1,1.15,0,1,0,0
1668,0754-UKWQP,1,United States,California,Cool,95614,"38.880622, -120.973865",0,0,0,2,1,0,0,0,1,0,1,1,1,95.85,197.7,66,3790,Service dissatisfaction,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.97,2,0,1,1.11,1,0,0,1
5954,6646-JPPHA,1,United States,California,Fullerton,92832,"33.868316, -117.929029",1,0,0,14,1,0,1,1,0,0,0,0,0,78.85,1043.8,44,5327,,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.06,0,0,2,0.92,0,1,0,0
1619,5385-SUIRI,1,United States,California,Delhi,95315,"37.422961, -120.765493",1,1,0,52,1,1,1,0,1,0,1,1,1,104.2,5568.35,68,5648,Competitor offered higher download speeds,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.97,2,0,3,1.07,0,0,1,1
2476,7382-DFJTU,1,United States,California,Lakeshore,93634,"37.290606, -119.216328",0,0,0,18,1,0,0,0,1,1,0,0,0,55.2,1058.1,44,2110,,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.94,0,1,2,0.9,0,1,0,0
3957,8559-WNQZS,1,United States,California,Atwater,95301,"37.321233, -120.656354",0,0,0,1,1,0,0,0,0,0,0,0,0,20.45,20.45,27,5925,,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0,0,0,1.12,1,0,0,0
1206,2889-FPWRM,1,United States,California,Mckinleyville,95519,"40.965011, -124.015255",0,1,0,72,1,1,1,1,1,1,1,1,1,117.8,8684.8,100,4432,Competitor offered higher download speeds,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.98,2,1,5,1.08,0,0,1,1
866,0697-ZMSWS,1,United States,California,Los Angeles,90023,"34.017697, -118.200577",0,0,0,4,1,1,0,0,0,0,0,1,1,85.65,338.9,87,2330,Limited range of services,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1.01,1,0,1,1.01,1,0,0,1
3093,1219-NNDDO,1,United States,California,Los Angeles,90015,"34.039224, -118.266293",0,0,0,9,1,1,0,0,0,0,0,0,1,76.85,663.55,38,4834,,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.04,0,0,1,0.91,1,0,0,0
